,mfcc_00,mfcc_01,mfcc_02,mfcc_03,mfcc_04,mfcc_05,mfcc_06,mfcc_07,mfcc_08,mfcc_09,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,chroma_00,chroma_01,chroma_02,chroma_03,chroma_04,chroma_05,chroma_06,chroma_07,chroma_08,chroma_09,chroma_10,chroma_11,f0,instrument
train/bass_electronic_000-040-100.wav,-473.6704406738281,80.21654510498047,68.89632415771484,60.005191802978516,48.08528137207031,37.5113525390625,28.079790115356445,18.867856979370117,10.553964614868164,3.433244228363037,-0.7893837094306946,-3.581251859664917,-5.992136478424072,-7.219263553619385,-6.984523296356201,-6.8709259033203125,-7.6745476722717285,-7.751194000244141,-7.104732036590576,-6.2244768142700195,0.10887585580348969,0.07048535346984863,0.1375563144683838,0.1782723069190979,0.9352824687957764,0.1419173628091812,0.06613903492689133,0.0918520912528038,0.043219055980443954,0.07325970381498337,0.07714734226465225,0.1990729123353958,86.1328125,bass
train/bass_electronic_000-041-100.wav,-479.45123291015625,76.63402557373047,64.39669799804688,55.6654052734375,43.75027847290039,33.374908447265625,24.561737060546875,15.532479286193848,7.4671502113342285,0.6263859868049622,-3.4297616481781006,-5.950739860534668,-7.952643871307373,-8.64943790435791,-8.47696304321289,-8.508977890014648,-9.086132049560547,-9.237218856811523,-8.494072914123535,-7.444462299346924,0.14013409614562988,0.06532632559537888,0.09478005766868591,0.12446565926074982,0.20461368560791016,0.8866508603096008,0.17069801688194275,0.12296300381422043,0.07053020596504211,0.10646992921829224,0.05669073387980461,0.08366218954324722,86.1328125,bass
train/bass_electronic_000-042-100.wav,-494.3671569824219,79.0733642578125,66.25333404541016,57.024505615234375,44.19798278808594,33.246273040771484,23.755176544189453,14.440388679504395,6.304940223693848,-0.4154234528541565,-3.981309175491333,-6.407029151916504,-8.562505722045898,-9.528814315795898,-9.144177436828613,-8.788324356079102,-9.150726318359375,-8.15842056274414,-6.778601169586182,-6.199950695037842,0.05815567076206207,0.14168627560138702,0.09838557243347168,0.1018190085887909,0.12082035839557648,0.1766408085823059,0.8752037286758423,0.2025744765996933,0.10473040491342545,0.11975198239088058,0.04237347096204758,0.07922137528657913,96.8994140625,bass
train/bass_electronic_000-043-100.wav,-512.687744140625,68.18456268310547,54.47098159790039,48.05710220336914,37.992332458496094,29.5001220703125,20.186622619628906,10.125574111938477,3.2684106826782227,-0.4038495123386383,-1.5033036470413208,-3.6395087242126465,-5.721296310424805,-6.105587482452393,-5.800314903259277,-4.646275997161865,-3.775228261947632,-4.882361888885498,-6.463266849517822,-7.0762553215026855,0.06228667497634888,0.03364000841975212,0.08142903447151184,0.06749353557825089,0.06867939233779907,0.11566831171512604,0.20197829604148865,0.8846256732940674,0.18015922605991364,0.17445005476474762,0.08229897171258926,0.08021514117717743,96.8994140625,bass
train/bass_electronic_000-044-100.wav,-511.0947570800781,67.23774719238281,54.083892822265625,47.19205093383789,36.44840621948242,27.420316696166992,17.637483596801758,7.025029182434082,0.018353940919041634,-3.7985353469848633,-5.189079761505127,-7.196761608123779,-8.826004981994629,-8.406729698181152,-7.749445915222168,-7.226306915283203,-6.973437309265137,-7.908658981323242,-8.6721830368042,-8.563344955444336,0.05493445321917534,0.02265162020921707,0.042090218514204025,0.07987833023071289,0.04649154096841812,0.07711946964263916,0.10792610049247742,0.18213482201099396,0.8919007182121277,0.24745574593544006,0.0916094109416008,0.07477618753910065,204.5654296875,bass
train/bass_electronic_000-045-100.wav,-517.872314453125,61.00801467895508,49.248130798339844,43.52824783325195,33.89620590209961,25.749052047729492,16.85399055480957,6.815526962280273,-0.5268709659576416,-4.895811080932617,-6.655392646789551,-8.836546897888184,-10.644636154174805,-10.676374435424805,-10.183028221130371,-9.169413566589355,-8.036544799804688,-8.189001083374023,-8.227596282958984,-7.335659503936768,0.05945829302072525,0.032734744250774384,0.04050063714385033,0.04025590419769287,0.07237717509269714,0.06446396559476852,0.07591890543699265,0.11863742768764496,0.1993590146303177,0.946086049079895,0.2078229933977127,0.10100234299898148,107.666015625,bass
train/bass_electronic_000-046-100.wav,-534.2490234375,54.81515884399414,44.036529541015625,38.82603454589844,29.18856430053711,20.96320152282715,12.249343872070312,2.7552073001861572,-4.368536472320557,-8.872466087341309,-10.981575012207031,-13.22309684753418,-14.665642738342285,-14.402482986450195,-13.412603378295898,-11.705208778381348,-9.45628547668457,-8.3525972366333,-7.574318885803223,-6.072132110595703,0.06419218331575394,0.05792180076241493,0.0684477761387825,0.050603337585926056,0.054384805262088776,0.09049767255783081,0.06941068917512894,0.10335010290145874,0.1258433312177658,0.2981778085231781,0.9019370675086975,0.13505123555660248,118.4326171875,bass
train/bass_electronic_000-047-100.wav,-534.6083984375,50.350399017333984,39.50122833251953,35.071556091308594,26.043691635131836,18.15204429626465,9.94566535949707,1.2172274589538574,-4.331724643707275,-7.512269020080566,-8.896562576293945,-10.632633209228516,-11.500919342041016,-10.968377113342285,-10.149882316589355,-8.207634925842285,-6.751335144042969,-6.540936470031738,-5.49062967300415,-4.233962535858154,0.13301703333854675,0.06300820410251617,0.06525915861129761,0.07227321714162827,0.06966991722583771,0.0801055058836937,0.10245487093925476,0.08583083003759384,0.084455706179142,0.14315515756607056,0.2593071460723877,0.9167561531066895,247.6318359375,bass
train/bass_electronic_000-048-100.wav,-522.2608642578125,42.2018928527832,32.15733337402344,27.933971405029297,20.634153366088867,14.297921180725098,7.58003568649292,-0.2635865807533264,-5.760339260101318,-8.650285720825195,-9.640089988708496,-11.066548347473145,-12.051396369934082,-11.367331504821777,-10.166040420532227,-8.485937118530273,-6.9391961097717285,-6.605452537536621,-6.207708835601807,-4.910702228546143,0.8910072445869446,0.15393930673599243,0.1101585328578949,0.09076140820980072,0.07407265156507492,0.07061009854078293,0.10052783787250519,0.14039652049541473,0.11916420608758926,0.23055562376976013,0.1746905893087387,0.17989102005958557,129.19921875,bass
train/bass_electronic_000-049-100.wav,-538.7367553710938,41.566932678222656,30.097497940063477,26.225967407226562,18.1055850982666,11.40318489074707,4.020336151123047,-4.197478294372559,-8.79260540008545,-10.780608177185059,-11.197710037231445,-12.286039352416992,-12.564641952514648,-11.153547286987305,-9.473230361938477,-7.2090253829956055,-5.712806224822998,-5.451900959014893,-4.346579551696777,-2.5914268493652344,0.23826563358306885,0.8887031078338623,0.17502367496490479,0.17007631063461304,0.12383408099412918,0.10118184983730316,0.10250344127416611,0.14011931419372559,0.15850409865379333,0.18457046151161194,0.16730956733226776,0.1900680661201477,279.931640625,bass
train/bass_electronic_000-050-100.wav,-535.6500854492188,37.820640563964844,28.847225189208984,26.495563507080078,20.51818084716797,16.315927505493164,11.546380996704102,5.435961723327637,1.2352259159088135,-1.2475861310958862,-1.9614360332489014,-3.3931214809417725,-4.961423873901367,-5.262894153594971,-5.486011505126953,-5.760149002075195,-6.188377857208252,-7.761996746063232,-9.079232215881348,-9.4107027053833,0.15117913484573364,0.1844255030155182,0.9303215146064758,0.1559477150440216,0.12175838649272919,0.08608060330152512,0.08960530906915665,0.1237335130572319,0.10607863962650299,0.22765721380710602,0.11413641273975372,0.14033620059490204,150.732421875,bass
train/bass_electronic_000-051-100.wav,-523.5261840820312,36.23671340942383,27.5802059173584,25.363122940063477,19.22324562072754,14.673565864562988,9.60788345336914,3.8175690174102783,0.4706461429595947,-1.3110136985778809,-1.915176272392273,-3.2822699546813965,-4.398454666137695,-4.768653869628906,-5.328428268432617,-5.567443370819092,-6.600163459777832,-8.752806663513184,-10.0338716506958,-10.765480041503906,0.16933129727840424,0.14882269501686096,0.19794821739196777,0.9634491801261902,0.16413632035255432,0.10680249333381653,0.10829745978116989,0.12874208390712738,0.10203540325164795,0.10550997406244278,0.20316852629184723,0.1426229625940323,150.732421875,bass
train/bass_electronic_000-052-100.wav,-522.1012573242188,41.99422073364258,33.040771484375,29.65397834777832,22.984050750732422,17.619186401367188,12.183520317077637,5.83925724029541,1.200056552886963,-1.8742246627807617,-3.6239535808563232,-6.046691417694092,-8.10658073425293,-8.911824226379395,-9.687826156616211,-10.11943244934082,-10.51176929473877,-11.772017478942871,-12.76893424987793,-12.985599517822266,0.1820923089981079,0.1564241498708725,0.16832111775875092,0.22324016690254211,0.9244629740715027,0.2026168555021286,0.14789383113384247,0.16490717232227325,0.16529391705989838,0.1701774150133133,0.1320669949054718,0.14129695296287537,161.4990234375,bass
train/bass_electronic_000-053-100.wav,-522.7362670898438,38.313629150390625,29.504329681396484,26.757036209106445,20.277557373046875,15.653278350830078,10.283636093139648,4.0422563552856445,0.09240704774856567,-2.4592337608337402,-4.103824615478516,-6.587175369262695,-8.637062072753906,-9.64352035522461,-10.422045707702637,-10.650493621826172,-11.30235481262207,-12.514642715454102,-12.761162757873535,-12.677425384521484,0.15656961500644684,0.12189777195453644,0.15772946178913116,0.15085294842720032,0.1702052801847458,0.903655469417572,0.21229076385498047,0.15974953770637512,0.1225239634513855,0.1466420292854309,0.200126051902771,0.15590204298496246,172.265625,bass
train/bass_electronic_001-029-100.wav,-483.8409423828125,93.9610824584961,76.20841217041016,61.783790588378906,47.74036407470703,35.60647964477539,26.425256729125977,20.25248908996582,15.482836723327637,11.950098991394043,9.552183151245117,7.277918338775635,5.924646854400635,4.507796764373779,3.437675714492798,2.5138204097747803,1.5236639976501465,1.1916024684906006,0.6583569645881653,0.38434675335884094,0.10858093947172165,0.07374162971973419,0.07988648861646652,0.1027093380689621,0.2245669662952423,0.913183867931366,0.2111765742301941,0.07727572321891785,0.03609755262732506,0.04995567724108696,0.01644802838563919,0.0169840045273304,86.1328125,bass
train/bass_electronic_001-030-100.wav,-480.9925537109375,96.56311798095703,77.1796875,61.9152717590332,47.20486068725586,35.2662239074707,26.424177169799805,20.240320205688477,15.151820182800293,11.091758728027344,8.268911361694336,5.886409282684326,4.794545650482178,3.4799141883850098,2.5115671157836914,1.7500839233398438,0.7554352879524231,0.493724524974823,-0.09990758448839188,-0.4141853153705597,0.058953192085027695,0.1257852166891098,0.0880885124206543,0.09013596922159195,0.11530634760856628,0.24131353199481964,0.9018218517303467,0.21919135749340057,0.08133605867624283,0.04585384204983711,0.0412910059094429,0.021138405427336693,96.8994140625,bass
train/bass_electronic_001-031-100.wav,-478.2773132324219,80.75279235839844,65.47083282470703,54.382049560546875,44.10209274291992,35.109352111816406,28.438804626464844,23.308683395385742,18.65601348876953,14.819123268127441,11.81180191040039,9.190300941467285,7.534393310546875,6.040842056274414,4.878821849822998,3.8581275939941406,2.937772035598755,2.6791608333587646,2.262918710708618,1.8460650444030762,0.05330727994441986,0.07147007435560226,0.11287645995616913,0.07905269414186478,0.0870998427271843,0.12501299381256104,0.24300983548164368,0.9256405830383301,0.17380359768867493,0.10417503863573074,0.02771633118391037,0.03266511857509613,96.8994140625,bass
train/bass_electronic_001-032-100.wav,-477.5440368652344,76.88232421875,62.82939910888672,52.94972610473633,43.566226959228516,34.674808502197266,28.139541625976562,23.089515686035156,18.689435958862305,15.298187255859375,12.532583236694336,10.015966415405273,8.196844100952148,6.540763854980469,5.178535461425781,4.113435745239258,3.0843257904052734,2.29290771484375,1.5956703424453735,1.0253673791885376,0.05187860503792763,0.05995328724384308,0.06533714383840561,0.09071125090122223,0.07189206033945084,0.08743724972009659,0.10502967238426208,0.18687088787555695,0.8746786117553711,0.21723558008670807,0.04924413561820984,0.02546018734574318,53.8330078125,bass
train/bass_electronic_001-033-100.wav,-482.35272216796875,110.49227905273438,85.52565002441406,64.19441223144531,45.35270690917969,31.323749542236328,21.768129348754883,15.148778915405273,10.251737594604492,7.429899215698242,5.728612422943115,3.90665864944458,2.8070626258850098,1.3392237424850464,0.4334619641304016,-0.43407925963401794,-1.4132930040359497,-1.7015633583068848,-2.5635387897491455,-2.8335299491882324,0.06461905688047409,0.08466202765703201,0.06932692229747772,0.07471664249897003,0.17076730728149414,0.08248738199472427,0.08342272788286209,0.13365568220615387,0.24315625429153442,0.9035599827766418,0.20762187242507935,0.1154303029179573,107.666015625,bass
train/bass_electronic_001-034-100.wav,-489.67486572265625,105.41830444335938,81.2403564453125,62.54069900512695,46.3840446472168,33.37744903564453,23.774572372436523,17.410490036010742,12.147212982177734,7.912744522094727,5.334675312042236,3.5353686809539795,2.9713761806488037,1.8690284490585327,0.4239524304866791,-1.2849881649017334,-2.888667345046997,-3.5895628929138184,-4.652485370635986,-4.73059606552124,0.07471901923418045,0.059251949191093445,0.06578365713357925,0.05565597116947174,0.059914637356996536,0.1943124383687973,0.06945811212062836,0.06868503242731094,0.09621381014585495,0.23767226934432983,0.8805264830589294,0.2149864137172699,53.8330078125,bass
train/bass_electronic_001-035-100.wav,-480.88629150390625,100.62589263916016,76.37203979492188,59.389766693115234,44.99543380737305,32.79509735107422,23.815813064575195,17.110383987426758,11.485631942749023,6.891475200653076,3.7028493881225586,2.112664222717285,1.1900981664657593,-0.5471917986869812,-2.1851818561553955,-2.88954758644104,-2.894989252090454,-3.8899383544921875,-5.352809429168701,-4.4801225662231445,0.12163861095905304,0.06410233676433563,0.051960717886686325,0.057972125709056854,0.04632355645298958,0.05302709713578224,0.17053350806236267,0.05583827197551727,0.05864701792597771,0.10984089970588684,0.25829213857650757,0.8765935301780701,64.599609375,bass
train/bass_electronic_001-036-100.wav,-492.828125,86.82096862792969,66.83338928222656,51.696311950683594,38.63058853149414,28.642118453979492,21.27483367919922,15.518133163452148,10.303934097290039,6.060699939727783,3.1202306747436523,0.505492627620697,-1.087221384048462,-2.691533327102661,-3.9313154220581055,-4.656246662139893,-5.163084030151367,-4.654900550842285,-3.943180561065674,-2.729384183883667,0.8617042303085327,0.10492982715368271,0.05785245820879936,0.043427228927612305,0.050049129873514175,0.049865126609802246,0.04808269813656807,0.1606885939836502,0.05605646222829819,0.07784376293420792,0.09884140640497208,0.24992330372333527,64.599609375,bass
train/bass_electronic_001-037-100.wav,-480.75732421875,85.89306640625,66.69251251220703,51.94480514526367,39.24859619140625,29.42023277282715,22.347381591796875,16.390512466430664,11.241608619689941,7.214627265930176,4.076289653778076,1.419429063796997,-0.5925166606903076,-2.3916566371917725,-3.4591617584228516,-4.017877101898193,-4.139034748077393,-3.583794593811035,-2.8976798057556152,-1.8266141414642334,0.2255648374557495,0.878061830997467,0.14756391942501068,0.07197725027799606,0.05452728271484375,0.059404272586107254,0.048414554446935654,0.06889639794826508,0.14955198764801025,0.0889325737953186,0.11095471680164337,0.15537802875041962,64.599609375,bass
train/bass_electronic_001-038-100.wav,-490.2810363769531,107.0729751586914,79.07953643798828,57.65742492675781,39.98978042602539,27.02228546142578,16.948314666748047,9.437767028808594,4.169663906097412,0.9445927739143372,-0.5301875472068787,-1.351475715637207,-0.9503953456878662,-1.0623337030410767,-1.4582234621047974,-2.2034404277801514,-3.5669848918914795,-4.769095420837402,-6.173591613769531,-6.716371536254883,0.1375575214624405,0.19905811548233032,0.877726137638092,0.1610899120569229,0.07797016948461533,0.08554495871067047,0.08055581897497177,0.06679889559745789,0.08468566089868546,0.25463640689849854,0.12025624513626099,0.13508205115795135,75.3662109375,bass
train/bass_electronic_001-039-100.wav,-477.1900329589844,111.4197769165039,78.2481918334961,54.92854690551758,38.30740737915039,26.17215347290039,16.586105346679688,9.758625030517578,5.099243640899658,1.4819025993347168,-1.0658482313156128,-2.6763651371002197,-3.1608681678771973,-3.9261484146118164,-4.426731586456299,-4.561377048492432,-5.321183204650879,-6.619322776794434,-7.605474948883057,-7.140607833862305,0.15184086561203003,0.16170734167099,0.1795337200164795,0.8857594728469849,0.17416903376579285,0.10368449985980988,0.06455338001251221,0.0946492850780487,0.07000661641359329,0.09815831482410431,0.251431405544281,0.12552674114704132,75.3662109375,bass
train/bass_electronic_001-040-100.wav,-478.6849365234375,110.8233642578125,77.34526824951172,52.7857551574707,36.1339111328125,24.65913963317871,15.705763816833496,8.485395431518555,3.0009124279022217,-0.8326706886291504,-3.632755756378174,-6.2218828201293945,-7.709194660186768,-8.031591415405273,-7.330946922302246,-6.434417247772217,-5.791551113128662,-5.017326354980469,-4.307053565979004,-3.6788506507873535,0.15432581305503845,0.10813351720571518,0.15567490458488464,0.2055981606245041,0.9012780785560608,0.18357358872890472,0.09241175651550293,0.0959056094288826,0.05912845954298973,0.11537252366542816,0.1024949848651886,0.2808566093444824,161.4990234375,bass
train/bass_electronic_001-041-100.wav,-484.3978576660156,105.30023956298828,71.79894256591797,48.849029541015625,32.959712982177734,22.337339401245117,13.923905372619629,6.807064056396484,1.2276134490966797,-3.2496867179870605,-6.57326602935791,-9.479257583618164,-11.239916801452637,-11.861291885375977,-11.19762134552002,-9.90614128112793,-8.743952751159668,-7.4334187507629395,-5.88297700881958,-3.9877281188964844,0.29525718092918396,0.12057037651538849,0.1294528841972351,0.13928784430027008,0.1860213577747345,0.90646892786026,0.1729985624551773,0.11841520667076111,0.08257612586021423,0.15130117535591125,0.10357917100191116,0.11918461322784424,172.265625,bass
train/bass_electronic_001-042-100.wav,-484.08416748046875,105.97010803222656,70.03678131103516,47.745025634765625,32.35190963745117,20.78959846496582,12.045994758605957,5.475087642669678,0.09821266680955887,-4.321234703063965,-7.380703926086426,-9.946317672729492,-11.023438453674316,-10.694869995117188,-9.172539710998535,-7.385133743286133,-6.04292631149292,-4.752854824066162,-3.8236806392669678,-3.268939256668091,0.09436534345149994,0.23429737985134125,0.11738292872905731,0.12745483219623566,0.14256076514720917,0.2225312441587448,0.9115927815437317,0.21319705247879028,0.07724015414714813,0.10482846200466156,0.09660264104604721,0.09654447436332703,183.0322265625,bass
train/bass_electronic_001-043-100.wav,-523.9924926757812,88.60964965820312,58.40472412109375,42.7261962890625,29.727645874023438,18.923189163208008,9.302741050720215,2.7715280055999756,-1.0658297538757324,-2.8947532176971436,-3.2691421508789062,-3.4450666904449463,-3.561009407043457,-4.402580261230469,-4.603932857513428,-4.279288291931152,-3.856534242630005,-4.19364070892334,-5.21753454208374,-6.089971542358398,0.07757405191659927,0.0501609742641449,0.10158926993608475,0.08089344203472137,0.07393237203359604,0.13477399945259094,0.20613820850849152,0.8961814641952515,0.17995202541351318,0.173590749502182,0.08730866014957428,0.0915757417678833,193.798828125,bass
train/bass_electronic_001-044-100.wav,-515.4832763671875,89.90165710449219,59.37998962402344,42.61167907714844,28.732681274414062,16.37476921081543,5.769286155700684,-0.9490275382995605,-4.6648268699646,-6.524957180023193,-6.5534210205078125,-5.845546245574951,-5.31248140335083,-6.0054168701171875,-6.280391216278076,-5.922333717346191,-5.660326957702637,-6.534944534301758,-7.974696636199951,-8.504559516906738,0.08209040760993958,0.0666654035449028,0.07435471564531326,0.12778140604496002,0.07752999663352966,0.0918545350432396,0.0875437930226326,0.18458491563796997,0.9110884666442871,0.258995920419693,0.11704149097204208,0.07376585155725479,204.5654296875,bass
train/bass_electronic_001-045-100.wav,-523.2357788085938,81.2516098022461,54.73606872558594,40.8271598815918,28.258275985717773,17.603233337402344,8.484689712524414,1.9694790840148926,-2.9087629318237305,-6.2540283203125,-7.6497483253479,-8.206161499023438,-8.41706371307373,-9.225752830505371,-9.540078163146973,-8.683229446411133,-6.904696464538574,-6.13956356048584,-6.238569259643555,-5.781675815582275,0.08799625933170319,0.0767001211643219,0.07021016627550125,0.07549987733364105,0.1394750326871872,0.0822937935590744,0.08401399105787277,0.14144930243492126,0.19854919612407684,0.9391992688179016,0.1942182183265686,0.10747788101434708,107.666015625,bass
train/bass_electronic_001-046-100.wav,-523.7528686523438,71.54705810546875,47.43389892578125,35.30757141113281,23.89766502380371,13.955422401428223,4.908806324005127,-1.9245679378509521,-6.847297668457031,-10.529314041137695,-12.356486320495605,-12.835076332092285,-12.333826065063477,-12.10555362701416,-11.277541160583496,-9.43074893951416,-6.844588279724121,-4.970242500305176,-4.057789325714111,-3.3036441802978516,0.0994940847158432,0.08230587840080261,0.0954563245177269,0.09078827500343323,0.07276802510023117,0.18695023655891418,0.09850021451711655,0.13954517245292664,0.1457931250333786,0.2804155945777893,0.8864150643348694,0.11904077231884003,236.865234375,bass
train/bass_electronic_001-047-100.wav,-527.4249267578125,68.85271453857422,44.260677337646484,31.587221145629883,19.891860961914062,9.929769515991211,1.3212319612503052,-4.722014904022217,-8.365076065063477,-10.377937316894531,-10.358665466308594,-9.755147933959961,-9.165513038635254,-9.104077339172363,-8.027006149291992,-5.825259685516357,-3.8330953121185303,-2.8325281143188477,-2.5617380142211914,-2.476106643676758,0.1436149626970291,0.1022835448384285,0.09562741219997406,0.09629341214895248,0.07910948246717453,0.06553339213132858,0.18133537471294403,0.10182090848684311,0.10096859931945801,0.13565674424171448,0.25234684348106384,0.8969045877456665,247.6318359375,bass
